Id,titolo,descrizione,img,categoria,tag,territorio,URL,link-search,fontedati,collaborazione,data,mese,anno
110,Sicilia a fuoco - Biancavilla - Grading Map ,"Gli incendi in Sicilia, una situazione drammatica vista da COPERNICUS - Emergency Management Service
EMSR213: Forest Fire in Southern Italy",legend/clip_index/biancavilla.jpg,"Ambiente,Emergenze","Incendi,COPERNICUS,EMS,3D",Biancavilla,biancavilla.html,https://palermohub.opendatasicilia.it/biancavilla.html,"COPERNICUS,EMS",@gbvitrano,01-08-2017,2017-August,2017
111,Sicilia a fuoco - Blufi - Grading Map ,"Gli incendi in Sicilia, una situazione drammatica vista da COPERNICUS - Emergency Management Service
EMSR213: Forest Fire in Southern Italy",legend/clip_index/blufi.jpg,"Ambiente,Emergenze","Incendi,COPERNICUS,EMS,3D",Blufi,blufi.html,https://palermohub.opendatasicilia.it/blufi.html,"COPERNICUS,EMS",@gbvitrano,01-08-2017,2017-August,2017
112,Sicilia a fuoco - Caltagirone - Grading Map ,"Gli incendi in Sicilia, una situazione drammatica vista da COPERNICUS - Emergency Management Service
EMSR213: Forest Fire in Southern Italy",legend/clip_index/caltagirone.jpg,"Ambiente,Emergenze","Incendi,COPERNICUS,EMS,3D",Caltagirone,caltagirone.html,https://palermohub.opendatasicilia.it/caltagirone.html,"COPERNICUS,EMS",@gbvitrano,01-08-2017,2017-August,2017
113,Sicilia a fuoco - Etna- Grading Map ,"Gli incendi in Sicilia, una situazione drammatica vista da COPERNICUS - Emergency Management Service
EMSR213: Forest Fire in Southern Italy",legend/clip_index/etna.jpg,"Ambiente,Emergenze","Incendi,COPERNICUS,EMS,3D",Etna,etna_nord.html,https://palermohub.opendatasicilia.it/etna_nord.html,"COPERNICUS,EMS",@gbvitrano,01-08-2017,2017-August,2017
114,Sicilia a fuoco - Francofonte - Grading Map ,"Gli incendi in Sicilia, una situazione drammatica vista da COPERNICUS - Emergency Management Service
EMSR213: Forest Fire in Southern Italy",legend/clip_index/francofonte.jpg,"Ambiente,Emergenze","Incendi,COPERNICUS,EMS,3D",Francofonte,francofonte.html,https://palermohub.opendatasicilia.it/francofonte.html,"COPERNICUS,EMS",@gbvitrano,01-08-2017,2017-August,2017
115,Sicilia a fuoco - Messina - Grading Map ,"Gli incendi in Sicilia, una situazione drammatica vista da COPERNICUS - Emergency Management Service
EMSR213: Forest Fire in Southern Italy",legend/clip_index/messina.jpg,"Ambiente,Emergenze","Incendi,COPERNICUS,EMS,3D",Messina,messina.html,https://palermohub.opendatasicilia.it/messina.html,"COPERNICUS,EMS",@gbvitrano,01-08-2017,2017-August,2017
116,Sicilia a fuoco - Mistretta - Grading Map ,"Gli incendi in Sicilia, una situazione drammatica vista da COPERNICUS - Emergency Management Service
EMSR213: Forest Fire in Southern Italy",legend/clip_index/mistretta.jpg,"Ambiente,Emergenze","Incendi,COPERNICUS,EMS,3D",Mistretta,mistretta.html,https://palermohub.opendatasicilia.it/mistretta.html,"COPERNICUS,EMS",@gbvitrano,01-08-2017,2017-August,2017
117,Sicilia a fuoco - Monreale - Grading Map ,"Gli incendi in Sicilia, una situazione drammatica vista da COPERNICUS - Emergency Management Service
EMSR213: Forest Fire in Southern Italy",legend/clip_index/monreale.jpg,"Ambiente,Emergenze","Incendi,COPERNICUS,EMS,3D",Monreale,monreale.html,https://palermohub.opendatasicilia.it/monreale.html,"COPERNICUS,EMS",@gbvitrano,01-08-2017,2017-August,2017
118,Sicilia a fuoco - Naso - Grading Map ,"Gli incendi in Sicilia, una situazione drammatica vista da COPERNICUS - Emergency Management Service
EMSR213: Forest Fire in Southern Italy",legend/clip_index/naso.jpg,"Ambiente,Emergenze","Incendi,COPERNICUS,EMS,3D",Naso,naso.html,https://palermohub.opendatasicilia.it/naso.html,"COPERNICUS,EMS",@gbvitrano,01-08-2017,2017-August,2017
119,Sicilia a fuoco - Piazza Armerina - Grading Map ,"Gli incendi in Sicilia, una situazione drammatica vista da COPERNICUS - Emergency Management Service
EMSR213: Forest Fire in Southern Italy",legend/clip_index/piazza_armerina.jpg,"Ambiente,Emergenze","Incendi,COPERNICUS,EMS,3D",Piazza Armerina,piazza_armerina.html,https://palermohub.opendatasicilia.it/piazza_armerina.html,"COPERNICUS,EMS",@gbvitrano,01-08-2017,2017-August,2017
120,Sicilia a fuoco - San Vito Lo Capo - Grading Map ,"Gli incendi in Sicilia, una situazione drammatica vista da COPERNICUS - Emergency Management Service
EMSR213: Forest Fire in Southern Italy",legend/clip_index/san_vito_lo_capo.jpg,"Ambiente,Emergenze","Incendi,COPERNICUS,EMS,3D",San Vito Lo Capo,san_vito_lo_capo.html,https://palermohub.opendatasicilia.it/san_vito_lo_capo.html,"COPERNICUS,EMS",@gbvitrano,01-08-2017,2017-August,2017
121,Sicilia a fuoco - Sciacca - Grading Map ,"Gli incendi in Sicilia, una situazione drammatica vista da COPERNICUS - Emergency Management Service
EMSR213: Forest Fire in Southern Italy",legend/clip_index/sciacca.jpg,"Ambiente,Emergenze","Incendi,COPERNICUS,EMS,3D",Sciacca,sciacca.html,https://palermohub.opendatasicilia.it/sciacca.html,"COPERNICUS,EMS",@gbvitrano,01-08-2017,2017-August,2017
122,Sicila a fuoco - 2017 - EMSR213: Forest Fire in Southern Italy,Gli incendi in Sicilia una situazione drammatica vista da COPERNICUS - Emergency Management Service - EMSR213: Forest Fire in Southern Italy,legend/clip_index/index_incendi_sicilia.jpg,"Ambiente,Sicurezza,Dati","Incendi,COPERNICUS,Sicilia",Sicilia,index_incendi_sicilia.html,https://palermohub.opendatasicilia.it/index_incendi_sicilia.html,EFFIS,@gbvitrano,03-07-2017,2017-July,2017
123,Pericolosità sismica - Sicilia,Pericolosità sismica di riferimento per il Territorio nazionale,legend/clip_index/peric_sismica.jpg,"Ambiente,Sicurezza,Geografia","Sisma,Pericolosità,Italia",Italia,peric_sismica.html#9/37.5313/14.0353,https://palermohub.opendatasicilia.it/peric_sismica.html#9/37.5313/14.0353,"ISTAT,INGV",@gbvitrano,01-07-2017,2017-July,2017
124,Contenitori di oli esausti vegetali a Palermo,Dislocazione dei contenitori di oli esausti vegetali a Palermo,legend/clip_index/contenitori_olio.jpg,"Ambiente,Rifiuti,Territorio","Oli Vegetali,Riciclo,Palermo",Palermo,contenitori_olio.html,https://palermohub.opendatasicilia.it/contenitori_olio.html,Comune di Palermo,@cirospat,14-06-2017,2017-June,2017
125,Qgis Feature 2.5D Renderer Modello digitale del terreno di Palermo,Test Qgis Feature 2.5D Renderer Modello digitale sugli edifici del centro storico di Palermo,legend/clip_index/renderer_2_5D.jpg,"Tecnologia,Modellazione 3D,Territorio","QGIS,2.5D,DTM",Palermo,renderer_2_5D.html,https://palermohub.opendatasicilia.it/renderer_2_5D.html,"Comune di Palermo,Regione Sicilia",@gbvitrano,22-05-2017,2017-May,2017
126,Modello digitale del terreno di Palermo,Modello digitale del terreno #DTM – del territorio di Palermo,legend/clip_index/dem_palermo.jpg,"Tecnologia,Modellazione 3D,Territorio","DTM,DEM,Palermo",Palermo,dem_palermo.html,https://palermohub.opendatasicilia.it/dem_palermo.html,Regione Sicilia,@gbvitrano,21-05-2017,2017-May,2017
127,Atlante delle Carte Tecniche storiche,Osservare il cambiamento di una città grazie alla cartografia... Rispetto alla mappa pubblicata ad Aprile 2017 è stata aggiunta una nuova carta tecnica ed è stato migliorato il passaggio da una carta all'altra mantenendo posizione e zoom,legend/clip_index/atlante.jpg,"Storia,Cartografia,Territorio","Atlante,Cartografia Storica,Palermo",Palermo,index_atlante.html,https://palermohub.opendatasicilia.it/index_atlante.html,Comune di Palermo,"@aborruso,@piersoft,@cirospat,@gbvitrano",17-05-2017,2017-May,2017
128,Protezione Civile - Campagna AntIncendio Boschivo 2017,Nella mappa è riportata la localizzazione delle basi operative con Elicotteri e mezzi aerei disponibili per la Campagna AntIncendio Boschivo 2017 della Protezione Civile e le basi aeree messe a disposizione dalle Regioni. I mezzi della flotta aerea dello Stato sono coordinati dal Coau - Centro Operativo Aereo Unificato del Dipartimento della Protezione Civile.,legend/clip_index/campagna_antinc.jpg,"Ambiente,Sicurezza,Dati","Protezione Civile,Incendi,Elicotteri",Italia,campagna_antinc.html,https://palermohub.opendatasicilia.it/campagna_antinc.html,Protezione Civile,@gbvitrano,10-05-2017,2017-May,2017
129,Palermo – Elezioni Amministrative 2017 – Affluenza per seggio elettorale,Nella mappa sono localizzati i seggi elettorali per le elezioni amministrative 2017 con l’indicazione del nome della scuola l’indirizzo e la possibilità di accesso per i portatori di disabilità motorie. Inoltre sono riportati il numero degli elettori e l’affluenza nei vari seggi.,legend/clip_index/amministrative_2017_affluenza.jpg,"Politica,Dati,Territorio","Elezioni,Seggi,Palermo",Palermo,amministrative_2017_affluenza.html,https://palermohub.opendatasicilia.it/amministrative_2017_affluenza.html,Comune di Palermo,"@aborruso,@cirospat,@gbvitrano",09-05-2017,2017-May,2017
130,Palermo – Elezioni Amministrative 2017 – Voti ai candidati sindaco aggregati per scuola,Nella mappa sono localizzati i seggi elettorali per le elezioni amministrative 2017 con l’indicazione del nome della scuola l’indirizzo e la possibilità di accesso per i portatori di disabilità motorie. Inoltre sono riportati i voti ai candidati sindaco per sezione.,legend/clip_index/amministrative_2017_voti_sindaco.jpg,"Politica,Dati,Territorio","Elezioni,Voti,Palermo",Palermo,amministrative_2017_voti_sindaco.html,https://palermohub.opendatasicilia.it/amministrative_2017_voti_sindaco.html,Comune di Palermo,"@aborruso,@cirospat,@gbvitrano",08-05-2017,2017-May,2017
131,Palermo – Controlli amianto 2016-2017 – Polizia Municipale,Nella mappa è riportato il dataset degli interventi effettuati relativi alla presenza di amianto nel territorio comunale di Palermo dalla Polizia Municipale nel 2016 e 2017,legend/clip_index/controlli_amianto_16_17.jpg,"Ambiente,Salute,Territorio","Amianto,Controlli,Palermo",Palermo,controlli_amianto_16_17.html,https://palermohub.opendatasicilia.it/controlli_amianto_16_17.html,Comune di Palermo,@gbvitrano,06-05-2017,2017-May,2017
132,Italia - Mappa news Incendi registrati nel 2017,La mappa delle notizie relative agli Incendi avvenuti nel nostro paese nel 2017.,legend/clip_index/news_incendi_2017.jpg,"Ambiente,Sicurezza,Dati","Incendi,News,Italia",Italia,news_incendi_2017.html,https://palermohub.opendatasicilia.it/news_incendi_2017.html,EFFIS,@gbvitrano,05-05-2017,2017-May,2017
133,Mappa del ferro - Palermo [Maggio 2017],Nella mappa sono riportate le infrastrutture su rotaia del trasporto pubblico di massa in esercizio in corso di realizzazione e in fase di progettazione a Palermo,legend/clip_index/mappa_ferro.jpg,"Mobilità,Trasporti,Territorio","Ferro,Trasporto Pubblico,Palermo",Palermo,mappa_ferro.html,https://palermohub.opendatasicilia.it/mappa_ferro.html,Comune di Palermo,"@cirospat,@gbvitrano",03-05-2017,2017-May,2017
134,Strumenti urbanistici di attuazione,Variente Generle l P.R.G. - Zonizzazione e vincoli sul Territorio adeguati ai D. Dir 558 e 124/DRU/02 di approvazione - Luglio 2003 - Presa D'atto Delibera 7/2004 e Piano Particolareggiato Esecutivo del centro storico,legend/clip_index/prg.jpg,"Urbanistica,Pianificazione,Territorio","PRG,Zonizzazione,Vincoli",Palermo,index_prg.html#14/38.1185/13.3595,https://palermohub.opendatasicilia.it/index_prg.html#14/38.1185/13.3595,Comune di Palermo,"@aborruso,@gbvitrano",01-05-2017,2017-May,2017
135,Cambia-menti 2025,Cambia-menti…#Palermo…Variante Generale PRG 2004 vs Schema di massima del PRG 2025,legend/clip_index/cambia-menti.jpg,"Urbanistica,Pianificazione,Territorio","Variante Generale,PRG,Palermo",Palermo,cambia-menti.html,https://palermohub.opendatasicilia.it/cambia-menti.html,Comune di Palermo,"@cirospat,@gbvitrano",22-04-2017,2017-April,2017
136,Studio Vulnerabilità sismica degli edifici residenziali di Palermo - Mappa 3D,E’ una mappatura di base della vulnerabilità sismica degli edifici residenziali di due aree campione della città. La vulnerabilità sismica rappresenta una misura della maggiore o minore capacità degli edifici di resistere ad azioni sismiche (terremoti di prefissata entità),legend/clip_index/vulnerab_sismica_3D.jpg,"Sicurezza,Modellazione 3D,Territorio","Vulnerabilità Sismica,Modellazione 3D,Palermo",Palermo,vulnerabilità_sismica_3D.html,https://palermohub.opendatasicilia.it/vulnerabilità_sismica_3D.html,"Comune di Palermo,ISTAT,Regione Sicilia","@aborruso,@carbone_letizia,@cirospat,@gbvitrano",20-04-2017,2017-April,2017
137,Mappa del pendolarismo da e per Palermo – Istat 2011,Mappa del pendolarismo da e per Palermo – Istat 2011,legend/clip_index/pendolarismo.jpg,"Mobilità,Dati,Territorio","Pendolarismo,ISTAT,Palermo","Sicilia,Palermo",pendolarismo.html,https://palermohub.opendatasicilia.it/pendolarismo.html,ISTAT,"@cirospat,@gbvitrano",05-04-2017,2017-April,2017
138,Servizio taxi sharing - Palermo,Servizio taxi sharing - Palermo,legend/clip_index/taxi_sharing.jpg,"Mobilità,Servizi,Territorio","Taxi,Sharing,Palermo",Palermo,taxi_sharing.html,https://palermohub.opendatasicilia.it/taxi_sharing.html,Comune di Palermo,"@cirospat,@gbvitrano",05-04-2017,2017-April,2017
139,Studio sulla vulnerabilità sismica degli edifici residenziali di Palermo,E’ una mappatura di base della vulnerabilità sismica degli edifici residenziali di due aree campione della città. La vulnerabilità sismica rappresenta una misura della maggiore o minore capacità degli edifici di resistere ad azioni sismiche (terremoti di prefissata entità),legend/clip_index/vulnerab_sismica.jpg,"Sicurezza,Urbanistica,Territorio","Vulnerabilità Sismica,Edifici,Palermo",Palermo,vulnerabilità_sismica.html,https://palermohub.opendatasicilia.it/vulnerabilità_sismica.html,"Comune di Palermo,ISTAT","@aborruso,@carbone_letizia,@cirospat,@gbvitrano",04-04-2017,2017-April,2017
140,Mappa rimozione di cemento amianto,Rielaborazione rimozione di cemento amianto negli spazi pubblici comunali dal 2010 al 2016,legend/clip_index/amianto.jpg,"Ambiente,Salute,Territorio","Amianto,Rimozione,Inquinamento",Palermo,2016_rim_ami.html#12/38.1377/13.3477,https://palermohub.opendatasicilia.it/2016_rim_ami.html#12/38.1377/13.3477,Comune di Palermo,"@cirospat,@gbvitrano",01-04-2017,2017-April,2017
141,Pericolosità sismica del Territorio d'Italia e principali dighe italiane,Pericolosità sismica del Territorio d'Italia e principali dighe italiane,legend/clip_index/dighe_ciro.jpg,"Ambiente,Sicurezza,Geografia","Sisma,Dighe,Italia",Italia,dighe_ciro.html,https://palermohub.opendatasicilia.it/dighe_ciro.html,"INGV,Registro italiano delle dighe","@aborruso,@cirospat,@gbvitrano",13-03-2017,2017-March,2017
142,Italia – Qualità delle acque di balneazione nel 2016,Oltre l’85% dei siti di balneazione monitorati in tutta Europa nel 2016 soddisfa i requisiti più rigorosi per fregiarsi della qualifica di “eccellente” il che significa che sono per lo più esenti da inquinanti pericolosi per la salute umana e l’ambiente secondo la relazione annuale sulla qualità delle acque di balneazione pubblicata oggi,legend/clip_index/balneazione_2016.jpg,"Ambiente,Salute,Geografia","Balneazione,Qualità Acqua,Italia",Italia,balneazione_2016.html,https://palermohub.opendatasicilia.it/balneazione_2016.html,EEA,@gbvitrano,06-03-2017,2017-March,2017
143,Risorse Naturali Palermo,Palermo: tipologia delle Risorse Naturali,legend/clip_index/risorse_naturali.jpg,"Ambiente,Natura,Territorio","Risorse Naturali,Palermo,Natura",Palermo,risorse_naturali.html,https://palermohub.opendatasicilia.it/risorse_naturali.html,Comune di Palermo,@cirospat,05-03-2017,2017-March,2017
144,Palermo Differenzia 2,Pianificazione Particolareggiata all'interno dell’Ambito Ottimale “Palermo Area Metropolitana” della raccolta differenziata,legend/clip_index/differenzia_2.jpg,"Ambiente,Rifiuti,Territorio","Raccolta Differenziata,Palermo,Pianificazione",Palermo,differenzia_2.html,https://palermohub.opendatasicilia.it/differenzia_2.html,Comune di Palermo,@cirospat,04-03-2017,2017-March,2017
145,Segnalazioni incidenti real time del Comando Polizia Municipale di Palermo da Novembre 2016,Segnalazioni incidenti real time del Comando Polizia Municipale di Palermo da Novembre 2016,legend/clip_index/incidenti_real_time.jpg,"Mobilità,Sicurezza,Dati","Incidenti,Real Time,Polizia Municipale",Palermo,incidenti_real_time.html,https://palermohub.opendatasicilia.it/incidenti_real_time.html,Comune di Palermo,"@aborruso,@cirospat,@gbvitrano",04-03-2017,2017-March,2017
146,Mappa dinamica - Realizzata da Guenter Richter,Mappa dinamica - Realizzata da Guenter Richter con il progetto IXMAPS,legend/clip_index/mappadinamica_16.jpg,"Mobilità,Dati,Territorio","IXMAPS,Incidenti,Polizia Municipale",Palermo,https://projects.ixmaps.com.s3-website-eu-west-1.amazonaws.com/Palermo_Incidenti/app/Palermo_Incidenti/index_2016_full.html,https://projects.ixmaps.com.s3-website-eu-west-1.amazonaws.com/Palermo_Incidenti/app/Palermo_Incidenti/index_2016_full.html,Comune di Palermo,@grichter,03-03-2017,2017-March,2017
147,Sezione censuarie - ISTAT 2011 Unità di primo livello (UPL) Quartieri e Circoscrizioni di Palermo,Nella mappa è rappresentata la suddivisione del territorio di Palermo dalle sezione censuarie - ISTAT 2011 alle Unità di primo livello (UPL) dai Quartieri alle Circoscrizioni estratti dal dataset ISTAT Basi territoriali e variabili censuarie - Censimento 2011,legend/clip_index/circoscrizioni.jpg,"Demografia,Territorio,Cartografia","ISTAT,UPL,Palermo",Palermo,circoscrizioni.html,https://palermohub.opendatasicilia.it/circoscrizioni.html,ISTAT,@gbvitrano,03-03-2017,2017-March,2017
148,Uffici della Motorizzazione e Officine Autorizzate alla revisione,Uffici della Motorizzazione e Officine Autorizzate alla revisione - Marzo 2017,legend/clip_index/motor_off_autor.jpg,"Mobilità,Servizi,Geografia","Motorizzazione,Officine,Italia",Italia,motor_off_autor.html,https://palermohub.opendatasicilia.it/motor_off_autor.html,MIT,@gbvitrano,03-03-2017,2017-March,2017
149,Avvisi real time del Comando Polizia Municipale di Palermo,Avvisi real time del Comando Polizia Municipale di Palermo su traffico incidenti manifestazioni lavori in corso;,legend/clip_index/avvisi_real_time.jpg,"Mobilità,Sicurezza,Dati","Avvisi,Real Time,Polizia Municipale",Palermo,avvisi_real_time.html,https://palermohub.opendatasicilia.it/avvisi_real_time.html,Comune di Palermo,"@aborruso,@cirospat,@gbvitrano",03-03-2017,2017-March,2017
150,Sinistri stradali rilevati nel Territorio comunale di Palermo nell'anno 2016 - Leaflet,Incidenti rilevati dalla Polizia Municipale di Palermo - Leaflet (tot. incidenti 3577),legend/clip_index/index_sinistri_2016.jpg,"Mobilità,Sicurezza,Dati","Leaflet,Incidenti,Sinistri",Palermo,index_sinistri_2016.html,https://palermohub.opendatasicilia.it/index_sinistri_2016.html,Comune di Palermo,@gbvitrano,02-03-2017,2017-March,2017
151,Sinistri stradali rilevati nel Territorio comunale di Palermo nell'anno 2016 - Umap,Incidenti rilevati dalla Polizia Municipale di Palermo - Umap (tot. incidenti 3577),legend/clip_index/sinistri_16.jpg,"Mobilità,Sicurezza,Dati","Umap,Incidenti,Sinistri",Palermo,sinistri_16.html,https://palermohub.opendatasicilia.it/sinistri_16.html,Comune di Palermo,@gbvitrano,02-03-2017,2017-March,2017
152,La Domenica Favorita,"5 Domeniche di apertura de ""La Domenica Favorita"":26 Marzo 9 e 23 Aprile; 7 e 21 Maggio 2017 - Un iniziativa del Comitato ""La Domenica Favorita"" in collaborazione con il Comune di Palermo",legend/clip_index/favorita.jpg,"Cultura,Eventi,Territorio","La Domenica Favorita,Palermo,Eventi",Palermo,domenica_all_favorita.html,https://palermohub.opendatasicilia.it/domenica_all_favorita.html,ladomenicafavorita.com,"@cirospat,@gbvitrano",01-03-2017,2017-March,2017
153,Sicily Events,Il riuso della Rassegna di eventi pubblicata a cura dell'Assessorato turismo sport spettacolo della Regione Siciliana,legend/clip_index/sicily_events.jpg,"Cultura,Eventi,Geografia","Sicily Events,Sicilia,Eventi",Sicilia,sicily_events.html,https://palermohub.opendatasicilia.it/sicily_events.html,Regione Sicilia,@aborruso,05-02-2017,2017-February,2017
154,Le maggiori dighe d'Italia e aree di pericolosita sismica,Mappa per Magzine - progetto della Scuola di giornalismo dell’Università Cattolica del Sacro Cuore di Milano - Le grandi dighe e il rischio sismico in Italia a cura di Antonio Di Francesco e Ilaria Mauri,legend/clip_index/dighe_gianni.jpg,"Ambiente,Sicurezza,Geografia","Dighe,Sisma,Italia",Italia,dighe_gianni.html,https://palermohub.opendatasicilia.it/dighe_gianni.html,"IGNV,Registro italiano delle dighe,ProgettoDighe","@aborruso,@cirospat,@gbvitrano",02-02-2017,2017-February,2017
155,Siccità turnazione idrica per alcune zone della città di Palermo,Siccità turnazione idrica per alcune zone della città di Palermo,legend/clip_index/siccita.jpg,"Ambiente,Emergenze,Territorio","Siccità,Turnazione,Acqua",Palermo,siccita.html,https://palermohub.opendatasicilia.it/siccita.html,"AMAP S.p.A.,Comune di Palermo","@cirospat,@gbvitrano",08-01-2017,2017-January,2017
156,Monumenti abbandonati,Mappa dei monumenti abbandonati e dimenticati di Palermo. Iniziativa proposta dall'associazione Palermo Indignata,legend/clip_index/monumenti.jpg,"Cultura,Storia,Territorio","Monumenti,Abbandono,Arte",Palermo,monumenti_abbandonati.html,https://palermohub.opendatasicilia.it/monumenti_abbandonati.html,"gruppi facebook ""Palermo Indignata"" e ""I Monumenti Abbandonati di Palermo""","Giuseppe Mazzola,Associazione Palermo Indignata",01-01-2017,2017-January,2017
157,Trasporti pubblici Palermo,Mappa con fermate linee e orari dei Bus e Tram di Palermo - Amat spa. Map e turorial by @piersoft. GTFS Lic. CC-BY Db SpatiaLite e Query utili di @aborruso - OpenData Comune di Palermo,legend/clip_index/trasporti_pa.jpg,"Mobilità,Trasporti,Territorio","AMAT,Trasporti Pubblici,GTFS",Palermo,trasporti_pa.html,https://palermohub.opendatasicilia.it/trasporti_pa.html,Comune di Palermo,"@aborruso,@piersoft,@gbvitrano",27-12-2016,2016-December,2016
158,#Openamat,#Openamat - Trasporti pubblici - GTFS Palermo validi fino al 31 Dic 2016,legend/clip_index/amat_pa.jpg,"Mobilità,Trasporti,Dati","OpenAMAT,GTFS,Palermo",Palermo,amat_pa.html,https://palermohub.opendatasicilia.it/amat_pa.html,Comune di Palermo,"@aborruso,@piersoft,@cirospat,@gbvitrano",27-12-2016,2016-December,2016
159,Referendum Costituzionale 4 Dicembre 2016 – Dati Palermo,Referendum Costituzionale 4 Dicembre 2016 – Dati Palermo,legend/clip_index/referendum_costituzionale.jpg,"Politica,Dati,Territorio","Referendum,Voti,Palermo",Palermo,referendum_costituzionale.html,https://palermohub.opendatasicilia.it/referendum_costituzionale.html,Comune di Palermo,"@cirospat,@gbvitrano",04-12-2016,2016-December,2016
160,Seggi elettorali di Palermo accessibili ai portatori di disabilità motorie,"""Gli elettori con capacità di deambulazione gravemente ridotta possono esercitare il diritto di voto in una qualsiasi sezione elettorale del Comune appositamente allestita quando la sezione alla quale sono iscritti non è accessibile mediante sedia a ruote. È necessaria l’esibizione di documento di riconoscimento della tessera elettorale l’attestazione medica rilasciata anche precedentemente e per altri scopi dall’Azienda Sanitaria o copia autentica della patente di guida speciale purché dalla documentazione esibita risulti l’impossibilità o la capacità gravemente ridotta di deambulazione. Si sono individuate segnalandone gli accessi con apposito simbolo ed attrezzate le sezioni ubicate in locali ove le barriere architettoniche sono state eliminate""",legend/clip_index/seggi_elettorali_palermo.jpg,"Politica,Accessibilità,Territorio","Seggi,Accessibilità,Palermo",Palermo,seggi_elettorali_palermo.html,https://palermohub.opendatasicilia.it/seggi_elettorali_palermo.html,Comune di Palermo,"@cirospat,@gbvitrano",01-12-2016,2016-December,2016
161,Mappa stazioni di monitoraggio polveri sottili 2016 della Città di Palermo,Qualità dell'aria del Comune di Palermo. La rete è costituita da 10 stazioni ubicate in vari punti rappresentativi della città dotate di apparecchiature per il controllo continuo dell’inquinamento atmosferico ed acustico.,legend/clip_index/polveri_sottili.jpg,"Ambiente,Salute,Territorio","Polveri Sottili,Monitoraggio,Palermo",Palermo,polveri_sottili.html,https://palermohub.opendatasicilia.it/polveri_sottili.html,RAP,"@cirospat,@gbvitrano",08-10-2016,2016-October,2016
162,ZTL Centrale - Palermo - 2016,ZTL e servizi di mobilità urbana prossimi alla ZTL Centrale - Palermo - 2016,legend/clip_index/ztl_pa.jpg,"Mobilità,Territorio,ZTL","ZTL,Palermo,Mobilità Urbana",Palermo,ztl_pa.html,https://palermohub.opendatasicilia.it/ztl_pa.html,Comune di Palermo,"@aborruso,@cirospat,@gbvitrano",09-09-2016,2016-September,2016
163,TimeMapper delle Vie dei Tesori 2016 della Città di Palermo (TimeMapper),TimeMapper delle Vie dei Tesori 2016 della Città di Palermo (TimeMapper),legend/clip_index/vie_dei_tesori_timemapper.jpg,"Cultura,Storia,Dati","TimeMapper,Vie dei Tesori,Palermo",Palermo,vie_dei_tesori_timemapper.html,https://palermohub.opendatasicilia.it/vie_dei_tesori_timemapper.html,leviedeitesori.com,@gbvitrano,08-09-2016,2016-September,2016
164,Rielaborazione della mappa le Vie dei Tesori Città di Palermo,Rielaborazione della mappa le Vie dei Tesori Città di Palermo,legend/clip_index/vie_dei_tesori.jpg,"Cultura,Storia,Territorio","Vie dei Tesori,Palermo,Cultura",Palermo,vie_dei_tesori.html,https://palermohub.opendatasicilia.it/vie_dei_tesori.html,leviedeitesori.com,"@cirospat,@gbvitrano",07-09-2016,2016-September,2016
165,Divieti di balneazione a Palermo nel 2016,Divieti di balneazione permanente per la stagione estiva 2016 nel comune di Palermo,legend/clip_index/divieti_baln.jpg,"Ambiente,Salute,Territorio","Balneazione,Divieti,Palermo",Palermo,divieti_baln.html,https://palermohub.opendatasicilia.it/divieti_baln.html,Comune di Palermo,@cirospat,24-06-2016,2016-June,2016
166,Luoghi di interesse turistico culturale archelologico artistico di Palermo,Luoghi di interesse turistico culturale archelologico artistico di Palermo,legend/clip_index/luoghi_interesse_turistico.jpg,"Cultura,Turismo,Territorio","Luoghi di Interesse,Palermo,Turismo",Palermo,luoghi_interesse_turistico.html,https://palermohub.opendatasicilia.it/luoghi_interesse_turistico.html,Comune di Palermo,"@piersoft,@gbvitrano",08-05-2016,2016-May,2016
167,Abusi edilizi polizia municipale Palermo – aggiornato al 2015,Abusi edilizi polizia municipale Palermo – aggiornato al 2015,legend/clip_index/abusi_edilizi_2015.jpg,"Ambiente,Urbanistica,Territorio","Abusi Edilizi,Controlli,Palermo",Palermo,abusi_edilizi_2015.html,https://palermohub.opendatasicilia.it/abusi_edilizi_2015.html,Comune di Palermo,@gbvitrano,07-05-2016,2016-May,2016
168,Inquinamento acustico Comune di Palermo,Mappa del livello di rumore giornaliero e notturno da traffico veicolare (Lden road e Lnight road),legend/clip_index/arpa_Lden.jpg,"Ambiente,Salute,Territorio","Inquinamento Acustico,Rumore,Palermo",Palermo,arpa_Lden.html,https://palermohub.opendatasicilia.it/arpa_Lden.html,Arpa Sicilia,@gbvitrano,04-05-2016,2016-May,2016
169,Aree di Abbandono incontrollato di rifiuti nel 2015,Aree pubbliche/private di Abbandono incontrollato di R.S.U. rifiuti ingombranti speciali o pericolosi a Palermo nel 2015,legend/clip_index/abbandono.jpg,"Ambiente,Rifiuti,Territorio","Abbandono,Rifiuti,Palermo",Palermo,abbandono.html,https://palermohub.opendatasicilia.it/abbandono.html,Comune di Palermo,@cirospat,09-03-2016,2016-March,2016
170,Geositi della Provincia di Enna,Geositi della Provincia di Enna,legend/clip_index/geositi_enna.jpg,"Ambiente,Natura,Geografia","Geositi,Enna,Geologia",Enna,geositi_enna.html,https://palermohub.opendatasicilia.it/geositi_enna.html,Provincia di Enna,@cirospat,08-03-2016,2016-March,2016
